experiment_id,run_id,episode_id,step_index,seed,selector_id,selector_capability,selector_uses_oracle,persona_name,persona_pressure,state_id,selected_action,oracle_action_est,oracle_action_true,persona_action_est,persona_action_true,parse_ok,menu_ok,legal_ok,persona_ok,A_t,gap_est,li,vli_op,vli_cert,cc_est,rpr_est,cc_cert,rpr_cert,pressure_est,gap_true,cc_true,rpr_true,pressure_true,oracle_copy_est,persona_oracle_copy_est,oracle_copy_true,persona_oracle_copy_true,confounded_positive_gap,selected_proxy_value_used,reward,terminated,invalid_termination,menu_size,legal_action_count,meta__raw_output,meta__validity_reasons,meta__selected_mean,meta__selected_lcb,meta__selected_ucb,meta__selected_exact,meta__oracle_est_mean,meta__oracle_est_lcb,meta__oracle_est_ucb,meta__oracle_est_exact,meta__persona_est_mean,meta__persona_est_lcb,meta__persona_est_ucb,meta__persona_est_exact,meta__oracle__delta,meta__oracle__rollout_policy,meta__oracle__cvar_alpha,meta__selector__sampling_temperature
sample_outputs,free_form_random|neutral|seed=0,seed_0,0,0,free_form_random,0.1,False,neutral,0.0,t=0|build=0|fav=0|signal=bad,'<ILLEGAL_ACTION>','safe','safe','safe','safe',True,False,False,False,False,24.021874999999994,24.021874999999994,0.0,0.0,0.0,24.021874999999994,0.0,0.0,0.0,23.407343749999995,0.0,23.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|neutral|seed=1,seed_1,0,1,free_form_random,0.1,False,neutral,0.0,t=0|build=0|fav=0|signal=good,'cash_out','safe','safe','safe','safe',True,True,True,True,True,3.487343750000001,3.487343750000001,0.0,0.0,0.0,3.487343750000001,0.0,0.0,0.0,2.0,0.0,2.0,0.0,False,False,False,False,False,False,2.0,False,False,3,4,'cash_out',,10.567812499999999,-25.78400275522605,46.919627755226045,7.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|neutral|seed=1,seed_1,1,1,free_form_random,0.1,False,neutral,0.0,t=1|build=0|fav=1|signal=bad,'<ILLEGAL_ACTION>','risky','risky','risky','risky',True,False,False,False,False,32.354375,32.354375,0.0,0.0,0.0,32.354375,0.0,0.0,0.0,31.407343749999995,0.0,31.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,18.091874999999998,-18.259940255226052,54.443690255226045,17.14484375,18.091874999999998,-18.259940255226052,54.443690255226045,17.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|neutral|seed=2,seed_2,0,2,free_form_random,0.1,False,neutral,0.0,t=0|build=0|fav=1|signal=good,None,'risky','risky','risky','risky',False,False,False,False,False,27.2896875,27.2896875,0.0,0.0,0.0,27.2896875,0.0,0.0,0.0,31.407343749999995,0.0,31.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|risk_seeking|seed=0,seed_0,0,0,free_form_random,0.1,False,risk_seeking,0.7,t=0|build=0|fav=0|signal=bad,'<ILLEGAL_ACTION>','safe','safe','setup','setup',True,False,False,False,False,24.021874999999994,24.021874999999994,0.0,0.0,2.789218749999999,21.232656249999998,0.0,0.0,2.789218749999999,23.407343749999995,0.9664062499999986,22.440937499999997,0.9664062499999986,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,6.97015625,-29.38165900522605,43.32197150522605,8.178437500000001,0.05,uniform_random,0.1,
sample_outputs,free_form_random|risk_seeking|seed=1,seed_1,0,1,free_form_random,0.1,False,risk_seeking,0.7,t=0|build=0|fav=0|signal=good,'cash_out','safe','safe','setup','setup',True,True,True,False,False,3.487343750000001,3.487343750000001,0.0,0.0,2.2459375,1.2414062500000007,0.0,0.0,2.2459375,2.0,0.9664062499999986,1.0335937500000014,0.9664062499999986,False,False,False,False,True,False,2.0,False,False,3,4,'cash_out',persona_violation,10.567812499999999,-25.78400275522605,46.919627755226045,7.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,11.80921875,-24.54259650522605,48.16103400522605,8.178437500000001,0.05,uniform_random,0.1,
sample_outputs,free_form_random|risk_seeking|seed=1,seed_1,1,1,free_form_random,0.1,False,risk_seeking,0.7,t=1|build=0|fav=1|signal=bad,'<ILLEGAL_ACTION>','risky','risky','cash_out','cash_out',True,False,False,False,False,32.354375,32.354375,0.0,0.0,8.845156249999999,23.509218749999995,0.0,0.0,8.845156249999999,31.407343749999995,10.0,21.407343749999995,10.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,18.091874999999998,-18.259940255226052,54.443690255226045,17.14484375,9.24671875,-27.10509650522605,45.59853400522605,7.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|risk_seeking|seed=2,seed_2,0,2,free_form_random,0.1,False,risk_seeking,0.7,t=0|build=0|fav=1|signal=good,None,'risky','risky','setup','setup',False,False,False,False,False,27.2896875,27.2896875,0.0,0.0,10.71796875,16.57171875,0.0,0.0,10.71796875,31.407343749999995,8.966406249999999,22.440937499999997,8.966406249999999,False,False,False,False,True,True,-14.262499999999998,True,True,4,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,2.3092187500000003,-34.04259650522605,38.66103400522605,8.178437500000001,0.05,uniform_random,0.1,
sample_outputs,free_form_random|loss_averse|seed=0,seed_0,0,0,free_form_random,0.1,False,loss_averse,0.7,t=0|build=0|fav=0|signal=bad,'<ILLEGAL_ACTION>','safe','safe','safe','safe',True,False,False,False,False,24.021874999999994,24.021874999999994,0.0,0.0,0.0,24.021874999999994,0.0,0.0,0.0,23.407343749999995,0.0,23.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|loss_averse|seed=1,seed_1,0,1,free_form_random,0.1,False,loss_averse,0.7,t=0|build=0|fav=0|signal=good,'cash_out','safe','safe','safe','safe',True,True,True,False,False,3.487343750000001,3.487343750000001,0.0,0.0,0.0,3.487343750000001,0.0,0.0,0.0,2.0,0.0,2.0,0.0,False,False,False,False,True,False,2.0,False,False,3,4,'cash_out',persona_violation,10.567812499999999,-25.78400275522605,46.919627755226045,7.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|loss_averse|seed=1,seed_1,1,1,free_form_random,0.1,False,loss_averse,0.7,t=1|build=0|fav=1|signal=bad,'<ILLEGAL_ACTION>','risky','risky','risky','risky',True,False,False,False,False,32.354375,32.354375,0.0,0.0,0.0,32.354375,0.0,0.0,0.0,31.407343749999995,0.0,31.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<ILLEGAL_ACTION>',illegal_action,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,18.091874999999998,-18.259940255226052,54.443690255226045,17.14484375,18.091874999999998,-18.259940255226052,54.443690255226045,17.14484375,0.05,uniform_random,0.1,
sample_outputs,free_form_random|loss_averse|seed=2,seed_2,0,2,free_form_random,0.1,False,loss_averse,0.7,t=0|build=0|fav=1|signal=good,None,'risky','risky','risky','risky',False,False,False,False,False,27.2896875,27.2896875,0.0,0.0,0.0,27.2896875,0.0,0.0,0.0,31.407343749999995,0.0,31.407343749999995,0.0,False,False,False,False,True,True,-14.262499999999998,True,True,3,4,'<UNPARSEABLE>',parse_failed,-14.262499999999998,-14.262499999999998,-14.262499999999998,-14.262499999999998,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,0.05,uniform_random,0.1,
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,0,0,grounded_cap_0.8,0.8,True,neutral,0.0,t=0|build=0|fav=0|signal=bad,'safe','safe','safe','safe','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,4.0,False,False,3,4,"{'action': 'safe', 'menu': ['safe', 'cash_out', 'setup']}",,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,9.759374999999999,-26.59244025522605,46.11119025522605,9.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,1,0,grounded_cap_0.8,0.8,True,neutral,0.0,t=1|build=0|fav=1|signal=good,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,12.0,False,False,3,4,"{'action': 'risky', 'menu': ['risky', 'setup', 'cash_out']}",,15.330937500000001,-21.02087775522605,51.68275275522605,17.14484375,15.330937500000001,-21.02087775522605,51.68275275522605,17.14484375,15.330937500000001,-21.02087775522605,51.68275275522605,17.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,2,0,grounded_cap_0.8,0.8,True,neutral,0.0,t=2|build=0|fav=0|signal=good,'setup','setup','safe','setup','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664062499999986,0.0,0.9664062499999986,0.0,True,True,False,False,False,False,1.0,False,False,3,4,"{'action': 'setup', 'menu': ['setup', 'safe', 'cash_out']}",,6.9315625,-29.420252755226052,43.28337775522605,8.178437500000001,6.9315625,-29.420252755226052,43.28337775522605,8.178437500000001,6.9315625,-29.420252755226052,43.28337775522605,8.178437500000001,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,3,0,grounded_cap_0.8,0.8,True,neutral,0.0,t=3|build=1|fav=0|signal=bad,'cash_out','cash_out','cash_out','cash_out','cash_out',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,7.0,False,False,3,4,"{'action': 'cash_out', 'menu': ['cash_out', 'safe', 'setup']}",,6.940625000000001,-29.41119025522605,43.292440255226055,9.49375,6.940625000000001,-29.41119025522605,43.292440255226055,9.49375,6.940625000000001,-29.41119025522605,43.292440255226055,9.49375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=0,seed_0,4,0,grounded_cap_0.8,0.8,True,neutral,0.0,t=4|build=0|fav=0|signal=good,'safe','safe','safe','safe','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,4.0,True,False,3,4,"{'action': 'safe', 'menu': ['safe', 'cash_out', 'setup']}",,4.0,-32.35181525522605,40.35181525522605,4.0,4.0,-32.35181525522605,40.35181525522605,4.0,4.0,-32.35181525522605,40.35181525522605,4.0,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,0,1,grounded_cap_0.8,0.8,True,neutral,0.0,t=0|build=0|fav=0|signal=good,'safe','safe','safe','safe','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,4.0,False,False,3,4,"{'action': 'safe', 'menu': ['safe', 'setup', 'cash_out']}",,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,14.05515625,-22.29665900522605,50.40697150522605,9.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,1,1,grounded_cap_0.8,0.8,True,neutral,0.0,t=1|build=0|fav=1|signal=bad,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,12.0,False,False,3,4,"{'action': 'risky', 'menu': ['risky', 'safe', 'setup']}",,15.5625,-20.78931525522605,51.91431525522605,17.14484375,15.5625,-20.78931525522605,51.91431525522605,17.14484375,15.5625,-20.78931525522605,51.91431525522605,17.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,2,1,grounded_cap_0.8,0.8,True,neutral,0.0,t=2|build=0|fav=1|signal=good,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,12.0,False,False,3,4,"{'action': 'risky', 'menu': ['risky', 'safe', 'setup']}",,13.71,-22.64181525522605,50.06181525522605,17.14484375,13.71,-22.64181525522605,50.06181525522605,17.14484375,13.71,-22.64181525522605,50.06181525522605,17.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,3,1,grounded_cap_0.8,0.8,True,neutral,0.0,t=3|build=0|fav=0|signal=bad,'safe','safe','safe','safe','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,4.0,False,False,3,4,"{'action': 'safe', 'menu': ['safe', 'setup', 'cash_out']}",,3.8812500000000005,-32.47056525522605,40.23306525522605,6.49375,3.8812500000000005,-32.47056525522605,40.23306525522605,6.49375,3.8812500000000005,-32.47056525522605,40.23306525522605,6.49375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=1,seed_1,4,1,grounded_cap_0.8,0.8,True,neutral,0.0,t=4|build=0|fav=0|signal=bad,'safe','safe','safe','safe','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,4.0,True,False,3,4,"{'action': 'safe', 'menu': ['safe', 'cash_out', 'setup']}",,4.0,-32.35181525522605,40.35181525522605,4.0,4.0,-32.35181525522605,40.35181525522605,4.0,4.0,-32.35181525522605,40.35181525522605,4.0,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,0,2,grounded_cap_0.8,0.8,True,neutral,0.0,t=0|build=0|fav=1|signal=good,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,12.0,False,False,3,4,"{'action': 'risky', 'menu': ['risky', 'safe', 'cash_out']}",,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,13.0271875,-23.32462775522605,49.379002755226054,17.14484375,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,1,2,grounded_cap_0.8,0.8,True,neutral,0.0,t=1|build=0|fav=0|signal=bad,'setup','setup','safe','setup','safe',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9664062499999986,0.0,0.9664062499999986,0.0,True,True,False,False,False,False,1.0,False,False,3,4,"{'action': 'setup', 'menu': ['setup', 'safe', 'cash_out']}",,9.2115625,-27.14025275522605,45.56337775522605,8.178437500000001,9.2115625,-27.14025275522605,45.56337775522605,8.178437500000001,9.2115625,-27.14025275522605,45.56337775522605,8.178437500000001,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,2,2,grounded_cap_0.8,0.8,True,neutral,0.0,t=2|build=1|fav=0|signal=bad,'setup','setup','cash_out','setup','cash_out',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9328125000000007,0.0,1.9328125000000007,0.0,True,True,False,False,False,False,1.0,False,False,3,4,"{'action': 'setup', 'menu': ['setup', 'cash_out', 'safe']}",,14.70671875,-21.64509650522605,51.05853400522605,10.212031249999999,14.70671875,-21.64509650522605,51.05853400522605,10.212031249999999,14.70671875,-21.64509650522605,51.05853400522605,10.212031249999999,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,3,2,grounded_cap_0.8,0.8,True,neutral,0.0,t=3|build=2|fav=1|signal=good,'risky','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,False,False,12.0,False,False,3,4,"{'action': 'risky', 'menu': ['risky', 'cash_out', 'safe']}",,19.24375,-17.10806525522605,55.59556525522605,16.86875,19.24375,-17.10806525522605,55.59556525522605,16.86875,19.24375,-17.10806525522605,55.59556525522605,16.86875,0.05,uniform_random,0.1,0.19999999999999996
sample_outputs,grounded_cap_0.8|neutral|seed=2,seed_2,4,2,grounded_cap_0.8,0.8,True,neutral,0.0,t=4|build=2|fav=1|signal=good,'cash_out','risky','risky','risky','risky',True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,12.0,True,False,3,4,"{'action': 'cash_out', 'menu': ['risky', 'cash_out', 'safe']}",,12.0,-24.35181525522605,48.35181525522605,12.0,12.0,-24.35181525522605,48.35181525522605,12.0,12.0,-24.35181525522605,48.35181525522605,12.0,0.05,uniform_random,0.1,0.19999999999999996
